Country;Category;DateTime;Value;Frequency;HistoricalDataSymbol;LastUpdate
United States;Producer Prices;2011-09-30T00:00:00;106.7;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2011-10-31T00:00:00;106.3;Monthly;UNITEDSTAPROPRI;2016-08-12T13:31:00
United States;Producer Prices;2011-11-30T00:00:00;106.6;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2011-12-31T00:00:00;106.5;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2012-01-31T00:00:00;106.9;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2012-02-29T00:00:00;107.2;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2012-03-31T00:00:00;107.4;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2012-04-30T00:00:00;107.7;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2012-05-31T00:00:00;107.6;Monthly;UNITEDSTAPROPRI;2016-08-12T13:31:00
United States;Producer Prices;2012-06-30T00:00:00;107.3;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2012-07-31T00:00:00;107.2;Monthly;UNITEDSTAPROPRI;2016-08-12T13:31:00
United States;Producer Prices;2012-08-31T00:00:00;107.5;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2012-09-30T00:00:00;108.2;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2012-10-31T00:00:00;108.3;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2012-11-30T00:00:00;108.4;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2012-12-31T00:00:00;108.4;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2013-01-31T00:00:00;108.7;Monthly;UNITEDSTAPROPRI;2016-08-12T13:31:00
United States;Producer Prices;2013-02-28T00:00:00;108.9;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2013-03-31T00:00:00;108.9;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2013-04-30T00:00:00;108.7;Monthly;UNITEDSTAPROPRI;2016-08-12T13:31:00
United States;Producer Prices;2013-05-31T00:00:00;108.6;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2013-06-30T00:00:00;109;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2013-07-31T00:00:00;109.2;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2013-08-31T00:00:00;109.3;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2013-09-30T00:00:00;109.3;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2013-10-31T00:00:00;109.5;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2013-11-30T00:00:00;109.7;Monthly;UNITEDSTAPROPRI;2014-08-15T13:41:00
United States;Producer Prices;2013-12-31T00:00:00;109.8;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2014-01-31T00:00:00;110.1;Monthly;UNITEDSTAPROPRI;2015-04-25T21:22:00
United States;Producer Prices;2014-02-28T00:00:00;110.3;Monthly;UNITEDSTAPROPRI;2015-02-18T13:36:00
United States;Producer Prices;2014-03-31T00:00:00;110.7;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2014-04-30T00:00:00;110.8;Monthly;UNITEDSTAPROPRI;2016-08-12T13:31:00
United States;Producer Prices;2014-05-31T00:00:00;111;Monthly;UNITEDSTAPROPRI;2015-02-18T13:36:00
United States;Producer Prices;2014-06-30T00:00:00;110.9;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2014-07-31T00:00:00;111.3;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2014-08-31T00:00:00;111.3;Monthly;UNITEDSTAPROPRI;2014-09-16T13:30:00
United States;Producer Prices;2014-09-30T00:00:00;111.1;Monthly;UNITEDSTAPROPRI;2015-02-18T13:36:00
United States;Producer Prices;2014-10-31T00:00:00;111.3;Monthly;UNITEDSTAPROPRI;2016-08-12T13:31:00
United States;Producer Prices;2014-11-30T00:00:00;111.1;Monthly;UNITEDSTAPROPRI;2015-02-18T13:36:00
United States;Producer Prices;2014-12-31T00:00:00;110.8;Monthly;UNITEDSTAPROPRI;2015-01-15T13:36:00
United States;Producer Prices;2015-01-31T00:00:00;110.1;Monthly;UNITEDSTAPROPRI;2016-08-12T13:31:00
United States;Producer Prices;2015-02-28T00:00:00;109.6;Monthly;UNITEDSTAPROPRI;2015-10-14T13:56:00
United States;Producer Prices;2015-03-31T00:00:00;109.8;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2015-04-30T00:00:00;109.6;Monthly;UNITEDSTAPROPRI;2016-02-17T13:46:00
United States;Producer Prices;2015-05-31T00:00:00;110;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2015-06-30T00:00:00;110.3;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2015-07-31T00:00:00;110.5;Monthly;UNITEDSTAPROPRI;2016-02-17T13:46:00
United States;Producer Prices;2015-08-31T00:00:00;110.3;Monthly;UNITEDSTAPROPRI;2016-01-15T13:41:00
United States;Producer Prices;2015-09-30T00:00:00;109.9;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2015-10-31T00:00:00;109.6;Monthly;UNITEDSTAPROPRI;2016-03-15T12:47:00
United States;Producer Prices;2015-11-30T00:00:00;109.7;Monthly;UNITEDSTAPROPRI;2016-05-13T13:41:00
United States;Producer Prices;2015-12-31T00:00:00;109.6;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2016-01-31T00:00:00;110;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2016-02-29T00:00:00;109.7;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2016-03-31T00:00:00;109.7;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2016-04-30T00:00:00;109.8;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2016-05-31T00:00:00;110.1;Monthly;UNITEDSTAPROPRI;2016-06-15T13:44:00
United States;Producer Prices;2016-06-30T00:00:00;110.6;Monthly;UNITEDSTAPROPRI;2017-02-14T13:39:00
United States;Producer Prices;2016-07-31T00:00:00;110.5;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2016-08-31T00:00:00;110.3;Monthly;UNITEDSTAPROPRI;2016-09-15T12:39:00
United States;Producer Prices;2016-09-30T00:00:00;110.7;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2016-10-31T00:00:00;110.9;Monthly;UNITEDSTAPROPRI;2017-03-14T12:40:00
United States;Producer Prices;2016-11-30T00:00:00;111.1;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2016-12-31T00:00:00;111.4;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2017-01-31T00:00:00;111.9;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2017-02-28T00:00:00;111.9;Monthly;UNITEDSTAPROPRI;2018-02-15T14:04:00
United States;Producer Prices;2017-03-31T00:00:00;112.1;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2017-04-30T00:00:00;112.5;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2017-05-31T00:00:00;112.6;Monthly;UNITEDSTAPROPRI;2017-10-12T12:41:00
United States;Producer Prices;2017-06-30T00:00:00;112.6;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2017-07-31T00:00:00;112.7;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2017-08-31T00:00:00;113.1;Monthly;UNITEDSTAPROPRI;2018-01-11T13:34:00
United States;Producer Prices;2017-09-30T00:00:00;113.5;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2017-10-31T00:00:00;113.9;Monthly;UNITEDSTAPROPRI;2018-03-14T12:54:00
United States;Producer Prices;2017-11-30T00:00:00;114.3;Monthly;UNITEDSTAPROPRI;2018-04-10T12:32:00
United States;Producer Prices;2017-12-31T00:00:00;114.3;Monthly;UNITEDSTAPROPRI;2018-05-09T12:33:00
United States;Producer Prices;2018-01-31T00:00:00;114.8;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2018-02-28T00:00:00;115.1;Monthly;UNITEDSTAPROPRI;2018-03-14T12:52:00
United States;Producer Prices;2018-03-31T00:00:00;115.4;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2018-04-30T00:00:00;115.5;Monthly;UNITEDSTAPROPRI;2018-05-09T12:34:00
United States;Producer Prices;2018-05-31T00:00:00;116;Monthly;UNITEDSTAPROPRI;2019-02-12T17:52:00
United States;Producer Prices;2018-06-30T00:00:00;116.3;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2018-07-31T00:00:00;116.5;Monthly;UNITEDSTAPROPRI;2018-12-11T13:41:00
United States;Producer Prices;2018-08-31T00:00:00;116.5;Monthly;UNITEDSTAPROPRI;2019-01-15T13:40:00
United States;Producer Prices;2018-09-30T00:00:00;116.7;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2018-10-31T00:00:00;117.5;Monthly;UNITEDSTAPROPRI;2019-03-13T12:35:00
United States;Producer Prices;2018-11-30T00:00:00;117.4;Monthly;UNITEDSTAPROPRI;2019-05-09T12:52:00
United States;Producer Prices;2018-12-31T00:00:00;117.3;Monthly;UNITEDSTAPROPRI;2019-05-09T12:52:00
United States;Producer Prices;2019-01-31T00:00:00;117;Monthly;UNITEDSTAPROPRI;2019-06-11T12:43:00
United States;Producer Prices;2019-02-28T00:00:00;117.2;Monthly;UNITEDSTAPROPRI;2019-03-13T12:35:00
United States;Producer Prices;2019-03-31T00:00:00;117.7;Monthly;UNITEDSTAPROPRI;2019-08-09T12:38:00
United States;Producer Prices;2019-04-30T00:00:00;118.2;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2019-05-31T00:00:00;118.4;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2019-06-30T00:00:00;118.2;Monthly;UNITEDSTAPROPRI;2019-11-14T13:47:00
United States;Producer Prices;2019-07-31T00:00:00;118.5;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2019-08-31T00:00:00;118.6;Monthly;UNITEDSTAPROPRI;2019-09-11T12:38:00
United States;Producer Prices;2019-09-30T00:00:00;118.3;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2019-10-31T00:00:00;118.7;Monthly;UNITEDSTAPROPRI;2019-11-14T13:31:00
United States;Producer Prices;2019-11-30T00:00:00;118.6;Monthly;UNITEDSTAPROPRI;2020-02-14T14:55:00
United States;Producer Prices;2019-12-31T00:00:00;118.9;Monthly;UNITEDSTAPROPRI;2020-08-11T13:29:00
United States;Producer Prices;2020-01-31T00:00:00;119.2;Monthly;UNITEDSTAPROPRI;2020-08-11T13:28:00
United States;Producer Prices;2020-02-29T00:00:00;118.6;Monthly;UNITEDSTAPROPRI;2020-08-11T13:28:00
United States;Producer Prices;2020-03-31T00:00:00;118.1;Monthly;UNITEDSTAPROPRI;2020-08-11T13:28:00
United States;Producer Prices;2020-04-30T00:00:00;116.6;Monthly;UNITEDSTAPROPRI;2020-09-10T12:40:00
United States;Producer Prices;2020-05-31T00:00:00;117.2;Monthly;UNITEDSTAPROPRI;2020-12-11T13:41:00
United States;Producer Prices;2020-06-30T00:00:00;117.5;Monthly;UNITEDSTAPROPRI;2022-06-14T13:01:00
United States;Producer Prices;2020-07-31T00:00:00;118.2;Monthly;UNITEDSTAPROPRI;2020-12-11T13:42:00
United States;Producer Prices;2020-08-31T00:00:00;118.4;Monthly;UNITEDSTAPROPRI;2020-09-10T12:40:00
United States;Producer Prices;2020-09-30T00:00:00;118.7;Monthly;UNITEDSTAPROPRI;2021-02-17T13:31:00
United States;Producer Prices;2020-10-31T00:00:00;119.4;Monthly;UNITEDSTAPROPRI;2021-03-12T13:38:00
United States;Producer Prices;2020-11-30T00:00:00;119.4;Monthly;UNITEDSTAPROPRI;2020-12-11T13:32:00
United States;Producer Prices;2020-12-31T00:00:00;119.8;Monthly;UNITEDSTAPROPRI;2021-05-13T12:47:00
United States;Producer Prices;2021-01-31T00:00:00;121.2;Monthly;UNITEDSTAPROPRI;2021-06-15T13:12:00
United States;Producer Prices;2021-02-28T00:00:00;122.1;Monthly;UNITEDSTAPROPRI;2022-02-11T15:47:00
United States;Producer Prices;2021-03-31T00:00:00;122.9;Monthly;UNITEDSTAPROPRI;2022-02-11T15:47:00
United States;Producer Prices;2021-04-30T00:00:00;124.1;Monthly;UNITEDSTAPROPRI;2022-02-11T15:47:00
United States;Producer Prices;2021-05-31T00:00:00;125.3;Monthly;UNITEDSTAPROPRI;2021-12-14T13:45:00
United States;Producer Prices;2021-06-30T00:00:00;126.3;Monthly;UNITEDSTAPROPRI;2022-02-11T15:47:00
United States;Producer Prices;2021-07-31T00:00:00;127.459;Monthly;UNITEDSTAPROPRI;2022-03-15T13:00:00
United States;Producer Prices;2021-08-31T00:00:00;128.564;Monthly;UNITEDSTAPROPRI;2022-03-15T13:00:00
United States;Producer Prices;2021-09-30T00:00:00;129.167;Monthly;UNITEDSTAPROPRI;2022-03-15T13:00:00
United States;Producer Prices;2021-10-31T00:00:00;130.025;Monthly;UNITEDSTAPROPRI;2022-03-15T13:00:00
United States;Producer Prices;2021-11-30T00:00:00;131.264;Monthly;UNITEDSTAPROPRI;2022-04-13T12:55:00
United States;Producer Prices;2021-12-31T00:00:00;131.999;Monthly;UNITEDSTAPROPRI;2022-06-14T13:01:00
United States;Producer Prices;2022-01-31T00:00:00;133.538;Monthly;UNITEDSTAPROPRI;2022-06-14T13:01:00
United States;Producer Prices;2022-02-28T00:00:00;134.957;Monthly;UNITEDSTAPROPRI;2022-07-14T13:14:00
United States;Producer Prices;2022-03-31T00:00:00;137.118;Monthly;UNITEDSTAPROPRI;2022-07-14T13:14:00
United States;Producer Prices;2022-04-30T00:00:00;137.705;Monthly;UNITEDSTAPROPRI;2022-07-14T13:14:00
United States;Producer Prices;2022-05-31T00:00:00;138.885;Monthly;UNITEDSTAPROPRI;2022-07-14T13:14:00
United States;Producer Prices;2022-06-30T00:00:00;140.427;Monthly;UNITEDSTAPROPRI;2022-07-14T13:14:00
