year;sp500_close_abs;sp500_close_rel_chg;vix_abs;vix_rel_chg;target_1d;target_5d;target_10d;target_20d
1990;300.03;0.015467407;31.940001;-0.060035285;0.0106656;0.04149585;0.01559844;0.04569543
1990;303.23;0.0106656;31.639999;-0.009392673;-0.014213633;0.038023942;-0.004452066;0.053589684
1990;298.92;-0.014213633;31.450001;-0.006004994;-0.00053526;0.044961863;0.017195236;0.062725813
1990;298.76;-0.00053526;31.370001;-0.00254372;0.023363235;0.046324809;0.017539162;0.072432722
1990;305.74;0.023363235;29.6;-0.056423364;0.022044875;0.014489435;0.004186564;0.036894093
1990;312.48;0.022044875;27.860001;-0.05878375;0.007296467;-0.024865591;-0.002016129;0.01484895
1990;314.76;0.007296467;27.27;-0.02117735;-0.007624857;-0.040920066;-0.000540094;0.014550769
1990;312.36;-0.007624857;27.57;0.0110011;0.000768344;-0.026571904;-0.002369061;0.009444231
1990;312.60;0.000768344;28.280001;0.025752666;-0.007773512;-0.027511196;-0.021081254;0.010972489
1990;310.17;-0.007773512;29.040001;0.026874115;-0.01760325;-0.010155721;-0.008253538;0.015894509
1990;304.71;-0.01760325;30.75;0.058884261;-0.009287519;0.023432116;0.029634735;0.038725345
1990;301.88;-0.009287519;31.540001;0.025691089;0.007221412;0.042102822;0.058301312;0.053729959
1990;304.06;0.007221412;30.52;-0.032339917;-0.000197329;0.024863514;0.044760902;0.045681773
1990;304.00;-0.000197329;30.040001;-0.015727359;0.009934211;0.006611842;0.053947368;0.040855263
1990;307.02;0.009934211;30.25;0.006990646;0.015731874;0.001921699;0.032571168;0.049508175
1990;311.85;0.015731874;30.030001;-0.007272694;0.008786275;0.006060606;0.01689915;0.039281706
1990;314.59;0.008786275;29.85;-0.005994039;-0.00944086;0.015544041;0.015099018;0.037381989
1990;311.62;-0.00944086;29.110001;-0.024790586;-0.018002696;0.019414672;0.011841345;0.058725371
1990;306.01;-0.018002696;30.870001;0.060460321;0.005228587;0.047024607;0.032744028;0.075357014
1990;307.61;0.005228587;30.790001;-0.002591513;0.019927831;0.030590683;0.024349013;0.065472514
1990;313.74;0.019927831;26.959999;-0.124391097;0.018295404;0.010773252;0.008828967;0.048288392
1990;319.48;0.018295404;25.6;-0.050445069;-0.005665456;-0.000438212;-0.004319519;0.021785401
1990;317.67;-0.005665456;24.58;-0.03984375;0.008593824;-0.007429093;0.000881418;0.039411968
1990;320.40;0.008593824;22.889999;-0.068755126;-0.010549313;-0.013639201;-0.012421973;0.027902622
1990;317.02;-0.010549313;22.57;-0.013979861;0.000315438;-0.0060564;0.016402751;0.030912876
1990;317.12;0.000315438;21.34;-0.05449712;0.007000505;-0.001923562;0.022010595;0.028065086
1990;319.34;0.007000505;20.950001;-0.018275492;-0.012619778;-0.003883009;0.021951525;0.033537922
1990;315.31;-0.012619778;20.09;-0.041050165;0.002283467;0.008372713;0.046335353;0.047223367
1990;316.03;0.002283467;21.09;0.049776008;-0.002942759;0.00123406;0.041261906;0.044584375
1990;315.10;-0.002942759;20.98;-0.005215742;0.00447477;0.022596001;0.040145985;0.052840368
1990;316.51;0.00447477;22.76;0.084842707;0.005023538;0.023980285;0.039114088;0.04230514
1990;318.10;0.005023538;22.860001;0.004393717;-0.00047155;0.02593524;0.02621817;0.040081735
1990;317.95;-0.00047155;22.959999;0.004374366;-0.004812077;0.037647429;0.038496619;0.032520837
1990;316.42;-0.004812077;23.91;0.041376352;0.018330068;0.03997851;0.040831806;0.038872385
1990;322.22;0.018330068;22.16;-0.073191133;0.005834523;0.017162187;0.014275961;0.024827757
1990;324.10;0.005834523;22.290001;0.005866471;0.006942302;0.014779389;0.005924098;0.007250849
1990;326.35;0.006942302;22.030001;-0.011664423;0.010939176;0.000275778;0.011337521;-0.013605025
1990;329.92;0.010939176;20.940001;-0.049477982;-0.002576382;0.00081838;0.000848691;-0.027036857
1990;329.07;-0.002576382;22.620001;0.080229223;-0.004011305;0.000820494;0.00319081;-0.041419759
1990;327.75;-0.004011305;22.59;-0.001326304;0.003478261;-0.002837529;0.012204424;-0.039206712
1990;328.89;0.003478261;23.58;0.043824701;-0.007449299;-0.008726322;0.003070936;-0.052905227
1990;326.44;-0.007449299;23.75;0.0072095;0.011487563;0.011058694;0.013509374;-0.036484499
1990;330.19;0.011487563;21.280001;-0.103999958;-0.002574275;3.03E-05;-0.005754263;-0.045307247
1990;329.34;-0.002574275;23.049999;0.083176594;-0.007651667;0.002368373;-0.001882553;-0.051162932
1990;326.82;-0.007651667;23.85;0.034707203;-0.002447831;0.015084756;0.01040328;-0.040052628
1990;326.02;-0.002447831;24.85;0.041928721;0.012361205;0.01190111;0.001318937;-0.03021287
1990;330.05;0.012361205;23.110001;-0.07002008;0.000454477;0.002423875;-0.02466293;-0.006302075
1990;330.20;0.000454477;23.08;-0.001298183;-0.000242277;-0.005784373;-0.027861902;0.006147789
1990;330.12;-0.000242277;23.129999;0.002166334;0.004937598;-0.004240882;-0.044468678;0.002847449
1990;331.75;0.004937598;22.66;-0.020319888;-0.005576488;-0.004611907;-0.050791258;-0.010369254
1990;329.90;-0.005576488;24.030001;0.060459003;0.002879661;-0.010457714;-0.055804789;0.000939679
1990;330.85;0.002879661;24.18;0.006242155;-0.007737645;-0.027021309;-0.04932749;0.011878495
1990;328.29;-0.007737645;24.809999;0.026054549;0.001309818;-0.022205976;-0.0397819;0.023698559
1990;328.72;0.001309818;25.049999;0.009673519;0.004563154;-0.040399124;-0.049373327;0.022237771
1990;330.22;0.004563154;26.379999;0.053093814;-0.011416631;-0.046393314;-0.049936406;0.017018957
1991;326.45;-0.011416631;26.620001;0.009097878;-0.013907183;-0.045826313;-0.031490274;0.044294685
1991;321.91;-0.013907183;27.93;0.04921108;-0.002826877;-0.022925662;0.018825137;0.068404212
1991;321.00;-0.002826877;27.190001;-0.026494773;-0.017320872;-0.017975078;0.034984424;0.068691589
1991;315.44;-0.017320872;28.950001;0.064729678;-0.001711894;-0.009352016;0.049518133;0.104298757
1991;314.90;-0.001711894;30.379999;0.049395439;-0.010828835;-0.003715465;0.042584948;0.115465227
1991;311.49;-0.010828835;33.299999;0.096115869;0.009759543;0.015024559;0.060098238;0.149539311
1991;314.53;0.009759543;31.33;-0.059159131;0.002225543;0.042730423;0.064381776;0.133500779
1991;315.23;0.002225543;32.630001;0.041493808;-0.008692066;0.053928877;0.066110459;0.139961298
1991;312.49;-0.008692066;36.200001;0.109408516;0.003968127;0.059425902;0.075330411;0.179493744
1991;313.73;0.003968127;36.16;-0.001105;0.007777388;0.046473082;0.070474612;0.165014503
1991;316.17;0.007777388;33.200001;-0.081858379;0.037321694;0.04440649;0.078249043;0.167156909
