Symbol;Date;Open;High;Low;Close
BDIY:IND;07/03/2017;1033;1033;1033;1033
BDIY:IND;06/03/2017;979;979;979;979
BDIY:IND;03/03/2017;939;939;939;939
BDIY:IND;02/03/2017;904;904;904;904
BDIY:IND;01/03/2017;871;871;871;871
BDIY:IND;28/02/2017;859;859;859;859
BDIY:IND;27/02/2017;878;878;878;878
BDIY:IND;24/02/2017;875;875;875;875
BDIY:IND;23/02/2017;856;856;856;856
BDIY:IND;22/02/2017;806;806;806;806
BDIY:IND;21/02/2017;778;778;778;778
BDIY:IND;20/02/2017;757;757;757;757
BDIY:IND;17/02/2017;741;741;741;741
BDIY:IND;16/02/2017;710;710;710;710
BDIY:IND;15/02/2017;688;688;688;688
BDIY:IND;14/02/2017;685;685;685;685
BDIY:IND;13/02/2017;688;688;688;688
BDIY:IND;10/02/2017;702;702;702;702
BDIY:IND;09/02/2017;707;707;707;707
BDIY:IND;08/02/2017;702;702;702;702
BDIY:IND;07/02/2017;714;714;714;714
BDIY:IND;06/02/2017;735;735;735;735
BDIY:IND;03/02/2017;752;752;752;752
BDIY:IND;02/02/2017;770;770;770;770
BDIY:IND;01/02/2017;786;786;786;786
BDIY:IND;31/01/2017;800;800;800;800
BDIY:IND;30/01/2017;816;816;816;816
BDIY:IND;27/01/2017;827;827;827;827
BDIY:IND;26/01/2017;840;840;840;840
BDIY:IND;25/01/2017;862;862;862;862
BDIY:IND;24/01/2017;886;886;886;886
BDIY:IND;23/01/2017;914;914;914;914
BDIY:IND;20/01/2017;925;925;925;925
BDIY:IND;19/01/2017;942;942;942;942
BDIY:IND;18/01/2017;952;952;952;952
BDIY:IND;17/01/2017;922;922;922;922
BDIY:IND;16/01/2017;925;925;925;925
BDIY:IND;13/01/2017;910;910;910;910
BDIY:IND;12/01/2017;892;892;892;892
BDIY:IND;11/01/2017;894;894;894;894
BDIY:IND;10/01/2017;926;926;926;926
BDIY:IND;09/01/2017;949;949;949;949
BDIY:IND;06/01/2017;963;963;963;963
BDIY:IND;05/01/2017;983;983;983;983
BDIY:IND;04/01/2017;969;969;969;969
BDIY:IND;03/01/2017;953;953;953;953
BDIY:IND;23/12/2016;961;961;961;961
BDIY:IND;22/12/2016;928;928;928;928
BDIY:IND;21/12/2016;926;926;926;926
BDIY:IND;20/12/2016;914;914;914;914
BDIY:IND;19/12/2016;927;927;927;927
BDIY:IND;16/12/2016;946;946;946;946
BDIY:IND;15/12/2016;966;966;966;966
BDIY:IND;14/12/2016;1003;1003;1003;1003
BDIY:IND;13/12/2016;1052;1052;1052;1052
BDIY:IND;12/12/2016;1069;1069;1069;1069
BDIY:IND;09/12/2016;1090;1090;1090;1090
BDIY:IND;08/12/2016;1122;1122;1122;1122
BDIY:IND;07/12/2016;1162;1162;1162;1162
BDIY:IND;06/12/2016;1186;1186;1186;1186
BDIY:IND;05/12/2016;1196;1196;1196;1196
BDIY:IND;02/12/2016;1198;1198;1198;1198
BDIY:IND;01/12/2016;1196;1196;1196;1196
BDIY:IND;30/11/2016;1204;1204;1204;1204
BDIY:IND;29/11/2016;1202;1202;1202;1202
BDIY:IND;28/11/2016;1184;1184;1184;1184
BDIY:IND;25/11/2016;1181;1181;1181;1181
BDIY:IND;24/11/2016;1201;1201;1201;1201
BDIY:IND;23/11/2016;1224;1224;1224;1224
BDIY:IND;22/11/2016;1232;1232;1232;1232
BDIY:IND;21/11/2016;1240;1240;1240;1240
BDIY:IND;18/11/2016;1257;1257;1257;1257
BDIY:IND;17/11/2016;1231;1231;1231;1231
BDIY:IND;16/11/2016;1145;1145;1145;1145
BDIY:IND;15/11/2016;1084;1084;1084;1084
BDIY:IND;14/11/2016;1065;1065;1065;1065
BDIY:IND;11/11/2016;1045;1045;1045;1045
BDIY:IND;10/11/2016;974;974;974;974
BDIY:IND;09/11/2016;954;954;954;954
BDIY:IND;08/11/2016;911;911;911;911
BDIY:IND;07/11/2016;870;870;870;870
BDIY:IND;04/11/2016;855;855;855;855
BDIY:IND;03/11/2016;849;849;849;849
BDIY:IND;02/11/2016;834;834;834;834
BDIY:IND;01/11/2016;838;838;838;838
BDIY:IND;31/10/2016;857;857;857;857
BDIY:IND;28/10/2016;834;834;834;834
BDIY:IND;27/10/2016;798;798;798;798
BDIY:IND;26/10/2016;802;802;802;802
BDIY:IND;25/10/2016;813;813;813;813
BDIY:IND;24/10/2016;831;831;831;831
BDIY:IND;21/10/2016;842;842;842;842
BDIY:IND;20/10/2016;849;849;849;849
BDIY:IND;19/10/2016;872;872;872;872
BDIY:IND;18/10/2016;890;890;890;890
BDIY:IND;17/10/2016;894;894;894;894
BDIY:IND;14/10/2016;892;892;892;892
BDIY:IND;13/10/2016;885;885;885;885
BDIY:IND;12/10/2016;906;906;906;906
BDIY:IND;11/10/2016;922;922;922;922
BDIY:IND;10/10/2016;922;922;922;922
BDIY:IND;07/10/2016;921;921;921;921
BDIY:IND;06/10/2016;915;915;915;915
BDIY:IND;05/10/2016;869;869;869;869
BDIY:IND;04/10/2016;860;860;860;860
BDIY:IND;03/10/2016;864;864;864;864
BDIY:IND;30/09/2016;875;875;875;875
BDIY:IND;29/09/2016;888;888;888;888
BDIY:IND;28/09/2016;912;912;912;912
BDIY:IND;27/09/2016;930;930;930;930
BDIY:IND;26/09/2016;934;934;934;934
BDIY:IND;23/09/2016;941;941;941;941
BDIY:IND;22/09/2016;937;937;937;937
BDIY:IND;21/09/2016;903;903;903;903
BDIY:IND;20/09/2016;865;865;865;865
BDIY:IND;19/09/2016;836;836;836;836
BDIY:IND;16/09/2016;800;800;800;800
BDIY:IND;15/09/2016;764;764;764;764
BDIY:IND;14/09/2016;756;756;756;756
BDIY:IND;13/09/2016;796;796;796;796
BDIY:IND;12/09/2016;804;804;804;804
BDIY:IND;09/09/2016;804;804;804;804
BDIY:IND;08/09/2016;792;792;792;792
BDIY:IND;07/09/2016;773;773;773;773
BDIY:IND;06/09/2016;745;745;745;745
BDIY:IND;05/09/2016;724;724;724;724
BDIY:IND;02/09/2016;720;720;720;720
BDIY:IND;01/09/2016;712;712;712;712
BDIY:IND;31/08/2016;711;711;711;711
BDIY:IND;30/08/2016;715;715;715;715
BDIY:IND;26/08/2016;720;720;720;720
BDIY:IND;25/08/2016;718;718;718;718
BDIY:IND;24/08/2016;706;706;706;706
BDIY:IND;23/08/2016;692;692;692;692
BDIY:IND;22/08/2016;687;687;687;687
BDIY:IND;19/08/2016;683;683;683;683
BDIY:IND;18/08/2016;682;682;682;682
BDIY:IND;17/08/2016;685;685;685;685
BDIY:IND;16/08/2016;687;687;687;687
BDIY:IND;15/08/2016;681;681;681;681
BDIY:IND;12/08/2016;671;671;671;671
BDIY:IND;11/08/2016;653;653;653;653
BDIY:IND;10/08/2016;638;638;638;638
BDIY:IND;09/08/2016;631;631;631;631
BDIY:IND;08/08/2016;636;636;636;636
BDIY:IND;05/08/2016;636;636;636;636
BDIY:IND;04/08/2016;636;636;636;636
BDIY:IND;03/08/2016;641;641;641;641
BDIY:IND;02/08/2016;645;645;645;645
BDIY:IND;01/08/2016;650;650;650;650
BDIY:IND;29/07/2016;656;656;656;656
BDIY:IND;28/07/2016;665;665;665;665
BDIY:IND;27/07/2016;679;679;679;679
BDIY:IND;26/07/2016;696;696;696;696
BDIY:IND;25/07/2016;709;709;709;709
BDIY:IND;22/07/2016;718;718;718;718
BDIY:IND;21/07/2016;726;726;726;726
BDIY:IND;20/07/2016;736;736;736;736
BDIY:IND;19/07/2016;746;746;746;746
BDIY:IND;18/07/2016;748;748;748;748
BDIY:IND;15/07/2016;745;745;745;745
BDIY:IND;14/07/2016;738;738;738;738
BDIY:IND;13/07/2016;726;726;726;726
BDIY:IND;12/07/2016;711;711;711;711
BDIY:IND;11/07/2016;704;704;704;704
BDIY:IND;08/07/2016;703;703;703;703
BDIY:IND;07/07/2016;699;699;699;699
BDIY:IND;06/07/2016;694;694;694;694
BDIY:IND;05/07/2016;692;692;692;692
BDIY:IND;04/07/2016;688;688;688;688
BDIY:IND;01/07/2016;677;677;677;677
BDIY:IND;30/06/2016;660;660;660;660
BDIY:IND;29/06/2016;640;640;640;640
BDIY:IND;28/06/2016;627;627;627;627
BDIY:IND;27/06/2016;616;616;616;616
BDIY:IND;24/06/2016;609;609;609;609
BDIY:IND;23/06/2016;596;596;596;596
BDIY:IND;22/06/2016;585;585;585;585
BDIY:IND;21/06/2016;580;580;580;580
BDIY:IND;20/06/2016;582;582;582;582
BDIY:IND;17/06/2016;587;587;587;587
BDIY:IND;16/06/2016;598;598;598;598
BDIY:IND;15/06/2016;604;604;604;604
BDIY:IND;14/06/2016;608;608;608;608
BDIY:IND;13/06/2016;609;609;609;609
BDIY:IND;10/06/2016;610;610;610;610
BDIY:IND;09/06/2016;611;611;611;611
BDIY:IND;08/06/2016;610;610;610;610
BDIY:IND;07/06/2016;606;606;606;606
BDIY:IND;06/06/2016;607;607;607;607
BDIY:IND;03/06/2016;610;610;610;610
BDIY:IND;02/06/2016;606;606;606;606
BDIY:IND;01/06/2016;612;612;612;612
BDIY:IND;31/05/2016;612;612;612;612
BDIY:IND;27/05/2016;606;606;606;606
BDIY:IND;26/05/2016;601;601;601;601
BDIY:IND;25/05/2016;605;605;605;605
BDIY:IND;24/05/2016;618;618;618;618
BDIY:IND;23/05/2016;624;624;624;624
BDIY:IND;20/05/2016;625;625;625;625
BDIY:IND;19/05/2016;634;634;634;634
BDIY:IND;18/05/2016;642;642;642;642
BDIY:IND;17/05/2016;643;643;643;643
BDIY:IND;16/05/2016;613;613;613;613
BDIY:IND;13/05/2016;600;600;600;600
BDIY:IND;12/05/2016;579;579;579;579
BDIY:IND;11/05/2016;579;579;579;579
BDIY:IND;10/05/2016;594;594;594;594
BDIY:IND;09/05/2016;616;616;616;616
BDIY:IND;06/05/2016;631;631;631;631
BDIY:IND;05/05/2016;642;642;642;642
BDIY:IND;04/05/2016;652;652;652;652
BDIY:IND;03/05/2016;682;682;682;682
BDIY:IND;29/04/2016;703;703;703;703
BDIY:IND;28/04/2016;710;710;710;710
BDIY:IND;27/04/2016;715;715;715;715
BDIY:IND;26/04/2016;704;704;704;704
BDIY:IND;25/04/2016;690;690;690;690
BDIY:IND;22/04/2016;688;688;688;688
BDIY:IND;21/04/2016;670;670;670;670
BDIY:IND;20/04/2016;669;669;669;669
BDIY:IND;19/04/2016;671;671;671;671
BDIY:IND;18/04/2016;659;659;659;659
BDIY:IND;15/04/2016;635;635;635;635
BDIY:IND;14/04/2016;597;597;597;597
BDIY:IND;13/04/2016;567;567;567;567
BDIY:IND;12/04/2016;560;560;560;560
BDIY:IND;11/04/2016;555;555;555;555
BDIY:IND;08/04/2016;539;539;539;539
BDIY:IND;07/04/2016;517;517;517;517
BDIY:IND;06/04/2016;500;500;500;500
BDIY:IND;05/04/2016;487;487;487;487
BDIY:IND;04/04/2016;471;471;471;471
BDIY:IND;01/04/2016;450;450;450;450
BDIY:IND;31/03/2016;429;429;429;429
BDIY:IND;30/03/2016;414;414;414;414
BDIY:IND;29/03/2016;409;409;409;409
BDIY:IND;24/03/2016;406;406;406;406
BDIY:IND;23/03/2016;401;401;401;401
BDIY:IND;22/03/2016;398;398;398;398
BDIY:IND;21/03/2016;398;398;398;398
BDIY:IND;18/03/2016;395;395;395;395
BDIY:IND;17/03/2016;392;392;392;392
BDIY:IND;16/03/2016;393;393;393;393
BDIY:IND;15/03/2016;396;396;396;396
BDIY:IND;14/03/2016;393;393;393;393
BDIY:IND;11/03/2016;388;388;388;388
BDIY:IND;10/03/2016;384;384;384;384
BDIY:IND;09/03/2016;376;376;376;376
BDIY:IND;08/03/2016;366;366;366;366
BDIY:IND;07/03/2016;354;354;354;354
BDIY:IND;04/03/2016;349;349;349;349
BDIY:IND;03/03/2016;342;342;342;342
BDIY:IND;02/03/2016;335;335;335;335
BDIY:IND;01/03/2016;332;332;332;332
BDIY:IND;29/02/2016;329;329;329;329
BDIY:IND;26/02/2016;327;327;327;327
BDIY:IND;25/02/2016;325;325;325;325
BDIY:IND;24/02/2016;322;322;322;322
BDIY:IND;23/02/2016;318;318;318;318
BDIY:IND;22/02/2016;316;316;316;316
BDIY:IND;19/02/2016;315;315;315;315
BDIY:IND;18/02/2016;313;313;313;313
BDIY:IND;17/02/2016;307;307;307;307
BDIY:IND;16/02/2016;301;301;301;301
BDIY:IND;15/02/2016;295;295;295;295
BDIY:IND;12/02/2016;291;291;291;291
BDIY:IND;11/02/2016;290;290;290;290
BDIY:IND;10/02/2016;290;290;290;290
BDIY:IND;09/02/2016;291;291;291;291
BDIY:IND;08/02/2016;293;293;293;293
